603671	ACROMELIC FRONTONASAL DYSOSTOSIS; AFND	C1863616	Acromelic frontonasal dysostosis
201400	ACTH DEFICIENCY, ISOLATED; IAD	C0271583	Adrenocorticotropic hormone deficiency
254900	EPILEPSY, PROGRESSIVE MYOCLONIC, 4, WITH OR WITHOUT RENAL FAILURE; EPM4	C0751779	Epilepsy, progressive myoclonic 4, with or without renal failure
606752	ACUTE HEMORRHAGIC LEUKOENCEPHALITIS	C0014077	Acute hemorrhagic leukoencephalitis
201475	ACYL-CoA DEHYDROGENASE, VERY LONG-CHAIN, DEFICIENCY OF; ACADVLD	C3887523	Very long chain acyl-CoA dehydrogenase deficiency
601776	EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE, 1; EDSMC1	C1866294	Ehlers-Danlos syndrome, musculocontractural type
102730	ADENOSINE DEAMINASE, ELEVATED, HEMOLYTIC ANEMIA DUE TO	C1863235	Adenosine deaminase, elevated, hemolytic anemia due to
102800	ADENOSINE TRIPHOSPHATASE DEFICIENCY, ANEMIA DUE TO	C1863225	Anemia due to Adenosine triphosphatase deficiency
612556	ADIPONECTIN, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 1; ADIPQTL1	C2675517	Serum level of adiponectin 1
202155	ADRENAL HYPOPLASIA, CYTOMEGALIC TYPE	C1859977	Adrenal hypoplasia, cytomegalic type
202370	PEROXISOME BIOGENESIS DISORDER 2B; PBD2B	C3550234	Neonatal adrenoleucodystrophy
300270	ADRENOMYODYSTROPHY	C1846044	Adrenomyodystrophy
103285	ADULT SYNDROME	C1863204	ADULT syndrome
604348	ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 1; FASPS1	C3807327	Familial advanced sleep phase syndrome 1
612692	AGAMMAGLOBULINEMIA 6, AUTOSOMAL RECESSIVE; AGM6	C3150207	Agammaglobulinemia 6, autosomal recessive
300755	AGAMMAGLOBULINEMIA, X-LINKED; XLA	C0221026	X-linked agammaglobulinemia
612448	AGE-RELATED HEARING IMPAIRMENT 1; ARHI1	C2676230	Age-related hearing impairment 1
218000	AGENESIS OF THE CORPUS CALLOSUM WITH PERIPHERAL NEUROPATHY; ACCPN	C0795950	Andermann syndrome
600908	KENNERKNECHT SYNDROME	C1833162	Kennerknecht syndrome
608688	AICAR TRANSFORMYLASE/IMP CYCLOHYDROLASE DEFICIENCY	C1837530	AICAR transformylase/IMP cyclohydrolase deficiency
304050	AICARDI SYNDROME; AIC	C0175713	Aicardi's syndrome
601549	ALACRIMA, CONGENITAL, AUTOSOMAL RECESSIVE	C4012597	Alacrima
610205	ALAGILLE SYNDROME 2; ALGS2	C1857761	Alagille syndrome 2
300600	ALAND ISLAND EYE DISEASE; AIED	C0268505	Ocular albinism, type II
612364	ALANINE AMINOTRANSFERASE, PLASMA LEVEL OF, QUANTITATIVE TRAIT LOCUS 2	C2676496	Alanine aminotransferase, plasma level of, quantitative trait locus 2
202900	ALANINURIA WITH MICROCEPHALY, DWARFISM, ENAMEL HYPOPLASIA, AND DIABETES MELLITUS	C1859965	Alaninuria with microcephaly, dwarfism, enamel hypoplasia and diabetes mellitus
203450	ALEXANDER DISEASE; ALXDRD	C0270726	Alexander Disease
103920	ALLERGIC BRONCHOPULMONARY ASPERGILLOSIS, FAMILIAL	C3278302	Allergic bronchopulmonary aspergillosis
300438	HSD10 MITOCHONDRIAL DISEASE; HSD10MD	C3266731	2-methyl-3-hydroxybutyric aciduria
610006	2-METHYLBUTYRYL-CoA DEHYDROGENASE DEFICIENCY	C1864912	Deficiency of 2-methylbutyryl-CoA dehydrogenase
236795	3-HYDROXYISOBUTYRIC ACIDURIA	C0342737	3-Hydroxyisobutyric aciduria
250951	3-METHYLGLUTACONIC ACIDURIA, TYPE IV; MGCA4	C1855126	3-methylglutaconic aciduria type IV
233420	46,XY SEX REVERSAL 7; SRXY7	C1856273	46,XY sex reversal, type 7
172150	6-PHOSPHOGLUCONOLACTONASE DEFICIENCY	C1868355	6-phosphogluconolactonase deficiency
147800	AASE-SMITH SYNDROME I	C0220686	Aase Smith syndrome
100200	ABDUCENS PALSY	C4551519	Cranial nerve VI palsy
200100	ABETALIPOPROTEINEMIA; ABL	C0000744	Abetalipoproteinaemia
243400	ACETYLATION, SLOW	C0878587	Slow acetylator due to N-acetyltransferase enzyme variant
200400	ACHALASIA, FAMILIAL ESOPHAGEAL	C1860213	Achalasia, familial esophageal
600972	ACHONDROGENESIS, TYPE IB; ACG1B	C0265274	Achondrogenesis, type IB
200610	ACHONDROGENESIS, TYPE II; ACG2	C0220685	Achondrogenesis, type II
100800	ACHONDROPLASIA; ACH	C0001080	Achondroplasia
200900	SHORT-LIMB SKELETAL DYSPLASIA WITH SEVERE COMBINED IMMUNODEFICIENCY	C1860168	Achondroplasia and severe combined immunodeficiency
142690	ACNE INVERSA, FAMILIAL, 1; ACNINV1	C4551962	Familial acne inversa 1
604324	ACNE, ADULT	C1858506	Acne, adult
200995	ACROCEPHALOPOLYDACTYLOUS DYSPLASIA	C1860157	Acrocephalopolydactylous dysplasia
101120	ACROCEPHALOPOLYSYNDACTYLY TYPE III	C1275079	Acrocephalopolysyndactyly type III
154400	ACROFACIAL DYSOSTOSIS 1, NAGER TYPE; AFD1	C0265245	Nager syndrome
601829	ACROFACIAL DYSOSTOSIS, PALAGONIA TYPE	C1866168	Acrofacial dysostosis Palagonia type
201200	ACROGERIA, GOTTRON TYPE	C0406584	Metageria
102100	ACROMEGALOID CHANGES, CUTIS VERTICIS GYRATA, AND CORNEAL LEUKOMA	C1321495	Acromegaloid phenotype with cutis verticis gyrata and corneal leukoma
102350	ACROMIAL DIMPLES	C1863321	Acromial dimples
102400	ACROOSTEOLYSIS	C0917990	Acroosteolysis
201310	ACRORENAL SYNDROME, AUTOSOMAL RECESSIVE	C0796290	Acrorenal syndrome, autosomal recessive
200980	ACRORENAL-MANDIBULAR SYNDROME	C1860166	Acrorenal mandibular syndrome
174770	ACTINIC PRURIGO	C0406217	Actinic prurigo
201450	ACYL-CoA DEHYDROGENASE, MEDIUM-CHAIN, DEFICIENCY OF; ACADMD	C0220710	Medium-chain acyl-coenzyme A dehydrogenase deficiency
201470	ACYL-CoA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF; ACADSD	C0342783	Deficiency of butyryl-CoA dehydrogenase
102590	ACYLASE, COBALT-ACTIVATED	C0110356	Acylase, cobalt-activated
102650	ADACTYLIA, UNILATERAL	C0220660	Adactylia unilateral
100300	ADAMS-OLIVER SYNDROME 1; AOS1	C4551482	Adams-Oliver syndrome 1
103200	ADIPOSIS DOLOROSA	C0001529	Lipomatosis dolorosa
300200	ADRENAL HYPOPLASIA, CONGENITAL; AHC	C0342482	Congenital adrenal hypoplasia, X-linked
103230	ADRENOCORTICAL HYPOFUNCTION, CHRONIC PRIMARY CONGENITAL	C0271740	Congenital primary adrenocortical hypofunction
-1	none found	C0019250	Hereditary factor I deficiency disease
601495	AGAMMAGLOBULINEMIA 1, AUTOSOMAL RECESSIVE; AGM1	C3152144	Agammaglobulinemia, non-Bruton type
610483	AGAMMAGLOBULINEMIA, MICROCEPHALY, AND SEVERE DERMATITIS	C1864848	Agammaglobulinemia, microcephaly, and severe dermatitis
300310	AGAMMAGLOBULINEMIA, X-LINKED, TYPE 2; AGMX2	C1845903	Agammaglobulinemia  X-linked type 2
202550	AGANGLIONOSIS, TOTAL INTESTINAL	C0345240	Total intestinal aganglionosis
202600	AGENESIS OF CEREBRAL WHITE MATTER	C1859969	Cerebral white matter agenesis
610181	AICARDI-GOUTIERES SYNDROME 2; AGS2	C3489724	Aicardi Goutieres syndrome 2
203100	ALBINISM, OCULOCUTANEOUS, TYPE IA; OCA1A	C4551504	Tyrosinase-negative oculocutaneous albinism
606952	ALBINISM, OCULOCUTANEOUS, TYPE IB; OCA1B	C1847024	Oculocutaneous albinism type 1B
203290	ALBINISM, OCULOCUTANEOUS, TYPE III; OCA3	C1859932	Oculocutaneous albinism type 3
203340	ALBINISM-MICROCEPHALY-DIGITAL ANOMALIES SYNDROME	C1859910	Microcephaly albinism digital anomalies syndrome
103780	ALCOHOL DEPENDENCE	C0001973	Alcohol dependence
171720	ALKALINE PHOSPHATASE, PLASMA LEVEL OF, QUANTITATIVE TRAIT LOCUS 1	C1868387	Alkaline phosphatase, plasma level of, quantitative trait locus 1
203500	ALKAPTONURIA; AKU	C0002066	Alkaptonuria
203655	ALOPECIA UNIVERSALIS CONGENITA; ALUNC	C1859877	Alopecia universalis congenita
608509	ALOPECIA UNIVERSALIS CONGENITA, XY GONADAL DYSGENESIS, AND LARYNGOMALACIA	C1837946	Alopecia universalis congenita, XY gonadal dysgenesis, and laryngomalacia
203700	MITOCHONDRIAL DNA DEPLETION SYNDROME 4A (ALPERS TYPE); MTDPS4A	C0205710	Progressive sclerosing poliodystrophy
141750	ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME, CHROMOSOME 16-RELATED	C0795917	Chromosome 16-related alpha-thalassemia/mental retardation syndrome
609889	ALPHA/BETA T-CELL LYMPHOPENIA WITH GAMMA/DELTA T-CELL EXPANSION, SEVERE CYTOMEGALOVIRUS INFECTION, AND AUTOIMMUNITY	C1835931	Alpha/beta T-cell lymphopenia with gamma/delta T-cell expansion, severe cytomegalovirus infection, and autoimmunity
610198	3-METHYLGLUTACONIC ACIDURIA, TYPE V; MGCA5	C1857776	3-methylglutaconic aciduria type V
260005	5-OXOPROLINASE DEFICIENCY; OPLAHD	C0268525	5-Oxoprolinase deficiency
605552	ABDOMINAL OBESITY-METABOLIC SYNDROME 1; AOMS1	C4552048	Metabolic syndrome X
605572	ABDOMINAL OBESITY-METABOLIC SYNDROME QUANTITATIVE TRAIT LOCUS 2	C1854170	Abdominal obesity-metabolic syndrome quantitative trait locus 2
200110	ABLEPHARON-MACROSTOMIA SYNDROME; AMS	C1860224	Ablepharon macrostomia syndrome
200130	ABSENT EYEBROWS AND EYELASHES WITH MENTAL RETARDATION	C0796125	Pseudoprogeria syndrome
200300	ACETOPHENETIDIN SENSITIVITY	C1860214	Acetophenetidin sensitivity
100700	ACHARD SYNDROME	C1332135	Achard syndrome
200500	ACHEIROPODY; ACHP	C0265559	Acheiropodia
262300	ACHROMATOPSIA 3; ACHM3	C1849792	Achromatopsia 3
200990	ACROCALLOSAL SYNDROME; ACLS	C0796147	Acrocallosal syndrome, Schinzel type
201100	ACRODERMATITIS ENTEROPATHICA, ZINC-DEFICIENCY TYPE; AEZ	C0221036	Hereditary acrodermatitis enteropathica
603740	ACRODYSPLASIA WITH OSSIFICATION ABNORMALITIES, SHORT STATURE, AND FIBULAR HYPOPLASIA	C1863556	Acrodysplasia with ossification abnormalities, short stature and fibular hypoplasia
201180	ACROFRONTOFACIONASAL DYSOSTOSIS 1	C4551987	Acrofrontofacionasal dysostosis syndrome
239710	ACROFRONTOFACIONASAL DYSOSTOSIS 2	C1855904	Naguib-Richieri-Costa syndrome
102150	ACROMEGALOID FACIAL APPEARANCE SYNDROME	C0796280	Acromegaloid facial appearance syndrome
606049	ACROMEGALOID FEATURES, OVERGROWTH, CLEFT PALATE, AND HERNIA	C1853757	Acromegaloid features, overgrowth, cleft palate and hernia
201250	ACROMESOMELIC DYSPLASIA, HUNTER-THOMPSON TYPE; AMDH	C2930970	Acromesomelic dysplasia Hunter Thompson type
602875	ACROMESOMELIC DYSPLASIA, MAROTEAUX TYPE; AMDM	C1864356	Acromesomelic dysplasia Maroteaux type
102500	HAJDU-CHENEY SYNDROME; HJCYS	C0917715	Hajdu-Cheney syndrome
605967	ACROPECTORAL SYNDROME; ACRPS	C1853812	Acropectoral syndrome
102510	ACROPECTOROVERTEBRAL DYSPLASIA; ACRPV	C1863307	Acropectorovertebral dysplasia F form
102520	ACRORENAL SYNDROME	C3495490	Acrorenal syndrome
601676	ACUTE INSULIN RESPONSE	C1866503	Acute insulin response
612376	ACUTE PROMYELOCYTIC LEUKEMIA; APL	C0023487	Acute promyelocytic leukemia
602586	none found	C1865144	Acyl-CoA thioester hydrolase, long-chain, 1
600458	ADENOMYOSIS	C0341858	Adenomyosis
103100	ADIE PUPIL	C0001519	Adie syndrome
606770	ADIPONECTIN, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 2; ADIPQTL2	C1847530	Adiponectin, serum level of, quantitative trait locus 2
612629	ADIPONECTIN, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 4; ADIPQTL4	C2675461	Adiponectin, serum level of, quantitative trait locus 4
202150	ADRENAL HYPOPLASIA, CONGENITAL, WITH ABSENT PITUITARY LUTEINIZING HORMONE	C1859978	Adrenal hypoplasia, congenital, with absent pituitary luteinizing hormone
300100	ADRENOLEUKODYSTROPHY; ALD	C0162309	Adrenoleukodystrophy
502000	AGING	C0001811	Aging
225750	AICARDI-GOUTIERES SYNDROME 1; AGS1	C0796126	Aicardi Goutieres syndrome 1
118450	ALAGILLE SYNDROME 1; ALGS1	C1956125	Alagille syndrome 1
103470	ALBINISM, OCULAR, WITH SENSORINEURAL DEAFNESS	C1863198	Albinism, ocular, with sensorineural deafness
300700	ALBINISM-DEAFNESS SYNDROME; ADFN	C1845068	Albinism deafness syndrome
612367	ALKALINE PHOSPHATASE, PLASMA LEVEL OF, QUANTITATIVE TRAIT LOCUS 2	C2676493	Alkaline phosphatase, plasma level of, quantitative trait locus 2
612368	ALKALINE PHOSPHATASE, PLASMA LEVEL OF, QUANTITATIVE TRAIT LOCUS 3	C2676492	Alkaline phosphatase, plasma level of, quantitative trait locus 3
612369	ALKALINE PHOSPHATASE, PLASMA LEVEL OF, QUANTITATIVE TRAIT LOCUS 4	C2676491	Alkaline phosphatase, plasma level of, quantitative trait locus 4
300523	ALLAN-HERNDON-DUDLEY SYNDROME; AHDS	C0795889	Allan-Herndon-Dudley syndrome
607154	ALLERGIC RHINITIS	C2607914	Allergic rhinitis
104000	ALOPECIA AREATA 1; AA1	C1863094	Alopecia areata 1
300710	ALOPECIA, ANDROGENETIC, 2; AGA2	C2678038	Alopecia, androgenetic, 2
300042	ALOPECIA, CONGENITAL; ALPC	C0265992	Congenital alopecia X-linked
203550	ALOPECIA-CONTRACTURES-DWARFISM MENTAL RETARDATION SYNDROME	C0795895	Alopecia contractures dwarfism mental retardation
610422	ALOPECIA-MENTAL RETARDATION SYNDROME 2; APMR2	C1835852	Alopecia mental retardation syndrome 2
203760	ALPHA-2-DEFICIENT COLLAGEN DISEASE	C1859850	Meigel disease
608810	MYOPATHY, MYOFIBRILLAR, 2; MFM2	C1837317	Alpha-B crystallinopathy
300448	ALPHA-THALASSEMIA MYELODYSPLASIA SYNDROME; ATMDS	C0585216	Acquired hemoglobin H disease
104200	ALPORT SYNDROME 3, AUTOSOMAL DOMINANT; ATS3	C1567743	Alport syndrome 3, autosomal dominant
606243	ALVEOLAR SOFT PART SARCOMA; ASPS	C0206657	Alveolar soft part sarcoma
609790	ALZHEIMER DISEASE 11	C1853360	Alzheimer disease, type 11
611152	ALZHEIMER DISEASE 13; AD13	C1970147	Alzheimer disease, type 13
611155	ALZHEIMER DISEASE 15; AD15	C1970143	Alzheimer disease, type 15
607822	ALZHEIMER DISEASE 3; AD	C1843013	Alzheimer disease, type 3
605526	ALZHEIMER DISEASE 6	C1854187	Alzheimer disease, type 6
154230	46,XY SEX REVERSAL 4; SRXY4	C2752149	46,XY sex reversal, type 4
607080	46,XY GONADAL DYSGENESIS, PARTIAL, WITH MINIFASCICULAR NEUROPATHY	C2751325	46,XY gonadal dysgenesis, partial, with minifascicular neuropathy
600501	ABCD SYNDROME; ABCDS	C1838099	ABCD syndrome
100600	ACANTHOSIS NIGRICANS	C0000889	Acanthosis nigricans
100820	ACHOO SYNDROME	C1863416	Autosomal dominant compelling helio ophthalmic outburst syndrome
216900	ACHROMATOPSIA 2; ACHM2	C1857618	Achromatopsia 2
200970	ACKERMAN SYNDROME	C1860167	Ackerman syndrome
201020	ACROCEPHALOPOLYSYNDACTYLY TYPE IV	C0265303	Acrocephalosyndactyly type V
101840	ACROKERATODERMA, HEREDITARY PAPULOTRANSLUCENT	C1863343	Acrokeratoderma, hereditary papulotranslucent
101900	ACROKERATOSIS VERRUCIFORMIS; AKV	C0265971	Acrokeratosis verruciformis of Hopf
102000	ACROLEUKOPATHY, SYMMETRIC	C1863342	Acroleukopathy, symmetric
219080	ACTH-INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA; AIMAH1	C1857451	Cushing's syndrome
611126	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 20; MC1DN20	C1970173	Acyl-CoA dehydrogenase family, member 9, deficiency of
102660	ADAMANTINOMA OF LONG BONES	C0334556	Adamantinoma of long bones
102900	ADENOSINE TRIPHOSPHATE, ELEVATED, OF ERYTHROCYTES	C1863224	Adenosine triphosphate, elevated, of erythrocytes
612631	ADENYLATE KINASE DEFICIENCY, HEMOLYTIC ANEMIA DUE TO	C2675459	Adenylate kinase deficiency, hemolytic anemia due to
103050	ADENYLOSUCCINASE DEFICIENCY; ADSLD	C0268126	Adenylosuccinate lyase deficiency
606771	ADIPONECTIN, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 3; ADIPQTL3	C1847529	Adiponectin, serum level of, quantitative trait locus 3
202110	ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY	C0268285	Deficiency of steroid 17-alpha-monooxygenase
202010	ADRENAL HYPERPLASIA, CONGENITAL, DUE TO STEROID 11-BETA-HYDROXYLASE DEFICIENCY	C0268292	Deficiency of steroid 11-beta-monooxygenase
202300	ADRENOCORTICAL CARCINOMA, HEREDITARY; ADCC	C1859972	Adrenocortical carcinoma, hereditary
202355	ADRENOCORTICAL UNRESPONSIVENESS TO ACTH WITH POSTRECEPTOR DEFECT	C1859971	Adrenocortical unresponsiveness to ACTH with postreceptor defect
202660	PAGOD SYNDROME	C1859967	PAGOD syndrome
610329	AICARDI-GOUTIERES SYNDROME 3; AGS3	C1835916	Aicardi Goutieres syndrome 3
610333	AICARDI-GOUTIERES SYNDROME 4; AGS4	C1835912	Aicardi Goutieres syndrome 4
103400	AINHUM	C0001860	Ainhum
609465	AL-GAZALI SYNDROME	C1836121	Al Gazali syndrome
103420	ALACRIMA, CONGENITAL, AUTOSOMAL DOMINANT	C4310836	Alacrima, congenital, autosomal dominant
612363	ALANINE AMINOTRANSFERASE, PLASMA LEVEL OF, QUANTITATIVE TRAIT LOCUS 1	C2676497	Alanine aminotransferase, plasma level of, quantitative trait locus 1
300500	ALBINISM, OCULAR, TYPE I; OA1	C0342684	Ocular albinism, type I
300650	ALBINISM, OCULAR, WITH LATE-ONSET SENSORINEURAL DEAFNESS; OASD	C1845069	Albinism, ocular, with late-onset sensorineural deafness
203200	ALBINISM, OCULOCUTANEOUS, TYPE II; OCA2	C0268495	Tyrosinase-positive oculocutaneous albinism
610251	ALCOHOL SENSITIVITY, ACUTE	C2674838	Acute alcohol sensitivity
610753	ALOPECIA AREATA 2; AA2	C1853104	Alopecia areata 2
104100	PALMOPLANTAR KERATODERMA AND CONGENITAL ALOPECIA 1; PPKCA1	C3151468	Alopecia congenita keratosis palmoplantaris
109200	ALOPECIA, ANDROGENETIC, 1; AGA1	C4049090	Alopecia, androgenetic, 1
612079	ALOPECIA, NEUROLOGIC DEFECTS, AND ENDOCRINOPATHY SYNDROME; ANES	C2677535	Alopecia, neurologic defects, and endocrinopathy syndrome
104130	ALOPECIA, PSYCHOMOTOR EPILEPSY, PYORRHEA, AND MENTAL SUBNORMALITY	C1863090	Alopecia, epilepsy, pyorrhea, mental subnormality
203650	ALOPECIA-MENTAL RETARDATION SYNDROME 1; APMR1	C1859878	Alopecia mental retardation syndrome 1
601217	ALOPECIA-MENTAL RETARDATION SYNDROME WITH CONVULSIONS AND HYPERGONADOTROPIC HYPOGONADISM	C1832593	Alopecia-mental retardation syndrome with convulsions and hypergonadotropic hypogonadism
203800	ALSTROM SYNDROME; ALMS	C0268425	Alstrom syndrome
265380	ALVEOLAR CAPILLARY DYSPLASIA WITH MISALIGNMENT OF PULMONARY VEINS; ACDMPV	C0031190	Persistent fetal circulation
611073	ALZHEIMER DISEASE 12	C1970209	Alzheimer disease, type 12
204110	AMAUROSIS CONGENITA, CONE-ROD TYPE, WITH CONGENITAL HYPERTRICHOSIS	C1859843	Amaurosis congenita cone-rod type with congenital hypertrichosis
104400	AMELIA AND TERMINAL TRANSVERSE HEMIMELIA	C1863014	Amelia and terminal transverse hemimelia
204650	AMELOGENESIS IMPERFECTA, TYPE IC; AI1C	C2673923	Amelogenesis imperfecta, type IC
130900	AMELOGENESIS IMPERFECTA, TYPE IIIA; AI3A	C0399376	Amelogenesis imperfecta, hypocalcification type
104600	AMENORRHEA-GALACTORRHEA SYNDROME	C0271556	Non-pregnancy related A-G syndrome
609924	AMINOACYLASE 1 DEFICIENCY; ACY1D	C1835922	Aminoacylase 1 deficiency
204750	2-AMINOADIPIC 2-OXOADIPIC ACIDURIA; AMOXAD	C1859817	2-aminoadipic 2-oxoadipic aciduria
300194	AMME COMPLEX	C1846242	Amme complex
205000	AMYOTONIA CONGENITA	C0002735	Amyotonia congenita
602099	AMYOTROPHIC LATERAL SCLEROSIS 5, JUVENILE; ALS5	C1865864	Amyotrophic lateral sclerosis type 5
301050	ALPORT SYNDROME 1, X-LINKED; ATS1	C1567742	Alport syndrome 1, X-linked recessive
104290	ALTERNATING HEMIPLEGIA OF CHILDHOOD 1; AHC1	C3549447	Alternating hemiplegia of childhood 1
104300	ALZHEIMER DISEASE; AD	C0002395	Alzheimer's disease
611154	ALZHEIMER DISEASE 14; AD14	C1970144	Alzheimer disease, type 14
300756	ALZHEIMER DISEASE 16; AD16	C2677888	Alzheimer disease, type 16
602096	ALZHEIMER DISEASE 5	C1865868	Alzheimer disease, type 5
606187	ALZHEIMER DISEASE 7	C1853555	Alzheimer disease, type 7
605055	ALZHEIMER DISEASE, FAMILIAL EARLY-ONSET, WITH COEXISTING AMYLOID AND PRION PATHOLOGY	C1857933	Alzheimer disease, familial early-onset, with coexisting amyloid and prion pathology
604498	AMEGAKARYOCYTIC THROMBOCYTOPENIA, CONGENITAL; CAMT	C1327915	Congenital amegakaryocytic thrombocytopenia
204700	AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA1; AI2A1	C2673922	Amelogenesis imperfecta, hypomaturation type, IIA1
612529	AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA2; AI2A2	C2675858	Amelogenesis imperfecta, hypomaturation type, IIA2
301200	AMELOGENESIS IMPERFECTA, TYPE IE; AI1E	C1845053	Amelogenesis imperfecta, type 1E
104500	AMELOGENESIS IMPERFECTA, TYPE IB; AI1B	C0399368	Amelogenesis imperfecta - hypoplastic autosomal dominant - local
204690	AMELOGENESIS IMPERFECTA, TYPE IG; AI1G	C2931783	Enamel-renal syndrome
600325	AMINOPTERIN SYNDROME SINE AMINOPTERIN; ASSA	C0795939	Pseudoaminopterin syndrome
204800	AMOBARBITAL, DEFICIENT N-HYDROXYLATION OF	C1859816	Amobarbital, deficient n-hydroxylation of
204900	AMYLOIDOSIS, CUTANEOUS BULLOUS	C0268399	Bullous cutaneous amyloidosis
105400	AMYOTROPHIC LATERAL SCLEROSIS 1; ALS1	C1862939	Amyotrophic lateral sclerosis type 1
612577	AMYOTROPHIC LATERAL SCLEROSIS 11; ALS11	C2675491	Amyotrophic lateral sclerosis type 11
606640	AMYOTROPHIC LATERAL SCLEROSIS 3; ALS3	C1847735	Amyotrophic lateral sclerosis type 3
602433	AMYOTROPHIC LATERAL SCLEROSIS 4, JUVENILE; ALS4	C1865409	Amyotrophic lateral sclerosis type 4
105500	AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1	C0543859	Amyotrophic lateral sclerosis-parkinsonism/dementia complex 1
602553	ANAL ATRESIA, HYPOSPADIAS, AND PENOSCROTAL INVERSION	C1865208	Anal atresia, hypospadias, and penoscrotal inversion
170390	ANDERSEN CARDIODYSRHYTHMIC PERIODIC PARALYSIS	C1563715	Andersen Tawil syndrome
205700	ANEMIA, AUTOIMMUNE HEMOLYTIC	C0002880	Autoimmune hemolytic anemia
301310	ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA; ASAT	C1845028	Anemia sideroblastic and spinocerebellar ataxia
105800	ANEURYSM, INTRACRANIAL BERRY, 1; ANIB1	C1862932	Aneurysm, intracranial berry, 1
612587	ANEURYSM, INTRACRANIAL BERRY, 10; ANIB10	C2675484	Aneurysm, intracranial berry, 10
608542	ANEURYSM, INTRACRANIAL BERRY, 2; ANIB2	C1837894	Aneurysm, intracranial berry, 2
609122	ANEURYSM, INTRACRANIAL BERRY, 3; ANIB3	C1836757	Aneurysm, intracranial berry, 3
611892	ANEURYSM, INTRACRANIAL BERRY, 6; ANIB6	C2678469	Aneurysm, intracranial berry, 6
105835	ANGEL-SHAPED PHALANGOEPIPHYSEAL DYSPLASIA; ASPED	C1739384	Angel shaped phalangoepiphyseal dysplasia
